name,is_ref,volume,method,ext_x,ext_y,ext_z,bbox_vol,real_vol_cm3,real_vol_L,size_x_cm,size_y_cm,size_z_cm
box.ply,True,0.012171665329974574,watertight,0.3150705471634865,0.32117772102355957,0.23109889030456543,0.02338573797912027,2744.0,2.744,19.175756606331184,19.54745012242662,14.06509149258602
leg_cut.ply,False,0.004806317576161634,watertight,0.3703479841351509,0.3131241798400879,0.37475523352622986,0.043458456473600825,1083.5440403137566,1.0835440403137566,22.540040214346234,19.05729721240808,22.808273289089584
